"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA19FA163","ACC","99374","2019-05-04T13:11:00Z","Kent Island","Maryland","United States","","N572MD","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","2","0","0","The noninstrument-rated pilot's continued visual flight into instrument meteorological conditions, which resulted in an inadvertent descent into the water. Contributing to the accident was the pilot's decision to conduct the flight at a low altitude without sufficient cues to aid in the perception of attitude and altitude.","","38.815834","-76.383056","Guimbal","CABRI","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","Monumental Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99374","9/22/2020 6:00:00 PM",
"ERA19WA165","ACC","99389","2019-05-03T10:30:00Z","Pegognaga","","Italy","","I-GPES","FALSE","None","","Fatal","1","0","0","","","44.990833","10.841111","Robinson","R22","HELI","","","FALSE","1","","UNK","NUSN","Substantial","","Eurotech S.R.L., Sede Legale (Legal Addr","N/A","FALSE","","",
"WPR19FA123","ACC","99337","2019-04-29T10:10:00Z","Kailua","Hawaii","United States","","N808NV","FALSE","DirectorBrief","2021-05-27T04:00:00Z","Fatal","3","0","0","The helicopter’s encounter with a strong downdraft or outflow boundary while operating at a higher than recommended airspeed in turbulence which resulted in a low-G condition, excessive main rotor flapping, and an in-flight breakup when the main rotor contacted the cabin area.","","21.403333","-157.76445","ROBINSON","R44","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","Novictor Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99337","2/18/2021 1:00:00 PM",
"WPR19FA109","ACC","99264","2019-04-16T08:06:00Z","Fort McDowell","Arizona","United States","","N61PH","FALSE","DirectorBrief","2022-04-06T04:00:00Z","Fatal","2","0","0","The separation of the main rotor head from the mast as a result of a sudden displacement of the cyclic stick during a low-G maneuver, leading to mast bumping. Contributing to the accident were the unsecure positioning of the flight test engineer’s laptop computer and the deviation from standard operating procedures to leave the left seat cyclic control installed during the test flight.","","33.623611","-111.67555","Bell","206","HELI","","","FALSE","1","","FLTS","091","Destroyed","VMC","Van Horn Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99264","3/10/2022 12:00:00 PM",
"ERA19FA142","ACC","99224","2019-04-04T15:16:00Z","Tampa","Florida","United States","","N4046J","FALSE","DirectorBrief","2020-08-11T04:00:00Z","Fatal","1","1","0","Contamination of and an inadequate bond between the two layers of fabric comprising the helicopter engine's air induction inlet duct, which resulted a partial collapse of the duct, obstruction of the airflow into the engine, and a total loss of engine power.","","27.943332","-82.401947","ROBINSON","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99224","6/26/2020 7:01:00 PM",
"CEN19FA109","ACC","99185","2019-03-27T14:10:00Z","Montgomery","Texas","United States","","N818MC","FALSE","DirectorBrief","2022-02-09T05:00:00Z","Fatal","1","2","0","Maintenance personnel's failure to properly re-install and secure a fuel line, which resulted in a total loss of engine power.","","30.510278","-95.770835","Aerospatiale","AS350","HELI","","","FALSE","","","PUBF","PUBU","Substantial","VMC","Mountain Air Helicopters Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99185","12/17/2021 8:00:00 PM",
"GAA19WA179","ACC","99172","2019-03-22T09:11:00Z","Blazkov village, Czech Republic.","","Czech Republic","","OK-CLV","FALSE","None","","Fatal","2","0","0","","","0","0","ENSTROM","480","HELI","LKHK","","FALSE","","","INST","NUSN","Substantial","","LOM PRAHA TRADE a.s. / DSA a.s. Czech Republic","N/A","FALSE","","",
"CEN19FA095","ACC","99080","2019-03-10T13:03:00Z","Galliano","Louisiana","United States","","N577AL","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","2","0","0","The pilot's loss of control during cruise flight as a result of spatial disorientation while operating the helicopter in close proximity to terrain in marginal meteorological conditions.","","29.422777","-90.178337","BELL","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","IMC","BRISTOW US LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99080","10/9/2020 4:13:08 PM",
"WPR19FA091","ACC","99074","2019-03-08T09:05:00Z","Forks","Washington","United States","","N64RA","FALSE","DirectorBrief","2021-05-05T04:00:00Z","Fatal","1","0","0","A total loss of engine power due to the failure of the gas generator sealing disk as a result of the operator’s exceedance of the sealing disk life limits at too low an altitude for the pilot to accomplish a successful autorotation which resulted in the collision with terrain.","","48.101112","-124.095","BELL","UH1B","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99074","2/1/2021 1:00:00 PM",
"ERA19FA118","ACC","99057","2019-03-05T13:10:00Z","Talking Rock","Georgia","United States","","N89ZC","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","1","0","0","A fatigue failure of the overrunning clutch subassembly due to abnormal bending loads due to cracks on the center engine mount, which resulted in an inflight loss of power. Contributing to the accident was the helicopter's low altitude and airspeed when the loss of power occurred, which precluded the pilot from successfully performing an autorotation.","","34.533332","-84.522499","Hughes","369","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Rotor Blade LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99057","11/19/2020 7:00:00 PM",
"CEN19WA103","ACC","99127","2019-03-05T01:44:00Z","Timmins, CYTS","","Canada","","C-GAUA","FALSE","None","","Fatal","2","0","0","","","0","0","Robinson","R66","HELI","CYTS","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"WPR19WA164","ACC","99579","2019-03-03T05:00:00Z","Londiani, Kericho","","Kenya","","5Y-KDL","FALSE","None","","Fatal","5","0","0","","","0","0","BELL","505X","HELI","","","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"CEN19WA083","ACC","98996","2019-02-17T16:45:00Z","Roeldal","","Norway","","LN-ORH","FALSE","None","","Fatal","2","0","0","","","59.86972","6.721388","ROBINSON","R44","HELI","ENHD","Haugesund airport Karmoey","FALSE","","","","NUSN","Destroyed","","","N/A","FALSE","","",
"ERA19WA099","ACC","98970","2019-02-11T18:10:00Z","Barueri County","","Brazil","","PT-HPG","FALSE","None","","Fatal","3","0","0","","","0","0","Bell","206","HELI","","","FALSE","","","","NUSN","Destroyed","","Rq Servicos Aereos Especializados Ltda","N/A","FALSE","","",
"CEN19FA072","ACC","98902","2019-01-29T08:50:00Z","Zaleski","Ohio","United States","AAR2001","N191SF","TRUE","Report","2020-06-10T04:00:00Z","Fatal","3","0","0","The NTSB determines that the probable cause of this accident was Survival Flight's inadequate management of safety, which normalized pilots' and operations control specialists' noncompliance with risk analysis procedures and resulted in the initiation of the flight without a comprehensive preflight weather evaluation, leading to the pilot's inadvertent encounter with instrument meteorological conditions, failure to maintain altitude, and subsequent collision with terrain. Contributing to the accident was the Federal Aviation Administration's inadequate oversight of the operator's risk management program and failure to require Title 14 Code of Federal Regulations Part 135 operators to establish safety management system programs.","","39.323333","-82.309448","Bell","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","Unknown","VIKING AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98902","11/19/2019 7:00:00 PM",
"ERA19WA174","ACC","99452","2019-01-25T15:30:00Z","Megeve","","Italy","","I-EDIC, F-PMGV","FALSE","None","","Fatal","7","2","0","","","45.657501","6.979444","EUROCOPTER, JODEL","AS350, D140","HELI,AIR","","","FALSE,FALSE",",","","ADRP,","NUSN,NUSN","Destroyed,Destroyed","Unknown","Aero Club Megeve,","N/A","FALSE","","",
"WPR19LA071","ACC","98851","2019-01-23T13:43:00Z","Ashland","Oregon","United States","","N8227J","FALSE","DirectorBrief","2022-05-19T04:00:00Z","Fatal","1","0","0","The pilot's decision to continue visual flight into deteriorating weather, which resulted in an encounter with instrument meteorological conditions and spatial disorientation leading to a loss of control.","","42.066665","-122.596389","Bell","206","HELI","OR99","Rogue Valley Medical Center","FALSE","1","","OWRK","091","Substantial","IMC","Erickson Helicopters Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98851","5/12/2022 11:00:00 AM",
"ERA19WA088","ACC","98890","2019-01-01T14:55:00Z","Ubatuba","","Brazil","","PR-RMZ","FALSE","None","","Fatal","1","0","3","","","-23.458055","-45.063056","Robinson","R44","HELI","SDUB","Ubatuba Airport","FALSE","1","","AOBV","NUSN","Substantial","VMC","Brazil Helicon Taxi Aereo LTDA","N/A","FALSE","","",
"ERA19RA077","ACC","98807","2018-12-24T22:45:00Z","Santa Maria Coronango, State of Puebla","","Mexico","","XA-BON","FALSE","None","","Fatal","5","0","0","","","19.138055","-98.325279","AGUSTA","A109","HELI","","","FALSE","","","PERS","NUSN","Destroyed","VMC","Servicios Aereos del Altiplano S.A. de C.V.","N/A","FALSE","","",
"ERA19WA104","ACC","99002","2018-11-24T14:50:00Z","Campos do Jordao","","Brazil","","PT-FPS","FALSE","None","","Fatal","6","0","0","","","-22.755556","-45.528331","Agusta","AW109","HELI","","","FALSE","","","","UNK","Destroyed","","Cristalia Prod.Quim.Farmaceuticos Ltda","N/A","FALSE","","",
"WPR19WA032","ACC","98688","2018-11-24T05:00:00Z","Alice Springs","","Australia","","VH-KZV","FALSE","None","","Fatal","1","1","0","","","0","0","ROBINSON","R22","HELI","","","FALSE","","","","NUSN","Substantial","","","N/A","FALSE","","",
"ERA19WA054","ACC","98683","2018-11-23T00:00:00Z","La Romana","","Dominican Republic","","N124ML","FALSE","None","","Fatal","5","0","0","","","18.497222","-68.958335","Eurocopter","EC120","HELI","MDLR","La Romana Intl Airport","FALSE","1","","","NUSC","Destroyed","Unknown","","N/A","FALSE","","",
"ERA19FA047","ACC","98646","2018-11-16T13:30:00Z","Verbena","Alabama","United States","","N510CP","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","2","0","0","The pilot's improper decision to conduct a low-level flight over a river, and his failure to see and avoid power lines, which resulted in the helicopter's impact with power lines and the water.","","32.822223","-86.459167","BELL","OH 58C","HELI","","","FALSE","1","","POSI","091","Substantial","VMC","Columbus Police Department","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98646","10/9/2020 3:03:48 PM",
"CEN19WA037","ACC","98717","2018-11-05T19:54:00Z","Saint Pierre, France","","France","","F-PSPM","FALSE","None","","Fatal","1","1","0","","","46.830554","56.280555","ROTORWAY","EXEC","HELI","","Saint Pierre","FALSE","","","","UNK","Destroyed","","","N/A","FALSE","","",
"CEN19FA024","ACC","98592","2018-11-04T00:47:00Z","Uvalde","Texas","United States","","N417WT","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","3","0","0","The pilot's controlled flight into terrain during night visual meteorological conditions. Contributing to the accident was the pilot improper decision to inhibit the helicopter's terrain warning systems and flight at low altitude.","","29.368055","-99.923889","Bell","206","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","W T Byler Co Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98592","5/19/2020 2:02:00 PM",
"CEN19FA020","ACC","98586","2018-11-02T14:15:00Z","McDougal","Arkansas","United States","","N5187S","FALSE","DirectorBrief","2020-11-19T05:00:00Z","Fatal","1","0","2","The pilot's failure to maintain the helicopter's clearance from the powerline structure while hovering in gusty wind conditions, which resulted in an inadvertent collision with the structure and an uncontrolled descent into terrain.","","36.436668","-90.452499","Hughes","369","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","Air2 LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98586","11/17/2020 2:00:00 PM",
"ERA19FA035","ACC","98576","2018-10-30T17:11:00Z","Beekmantown","New York","United States","","N372CA","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Fatal","2","2","0","The pilot's failure to keep the helicopter clear of a utility pole while hovering with a tailwind, which resulted in a dynamic rollover into active power lines.","","44.744167","-73.439163","Aerospatiale","AS 355F2","HELI","","","FALSE","2","","EXLD","133","Destroyed","VMC","Catalyst Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98576","1/29/2020 5:07:00 PM",
"CEN19FA018","ACC","98568","2018-10-29T14:45:00Z","Odanah","Wisconsin","United States","","N910S","FALSE","DirectorBrief","2020-04-13T04:00:00Z","Fatal","1","0","0","The pilot's loss of helicopter control for undetermined reasons.","","46.527221","-90.6025","EUROCOPTER","AS350","HELI","","","FALSE","1","","AOBV","091","Destroyed","VMC","Enbridge Energy Co Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98568","2/28/2020 7:49:00 PM",
"ENG19WA004","ACC","98613","2018-10-27T21:45:00Z","Leicester","","United Kingdom","","G-VSKP","FALSE","None","","Fatal","5","0","0","","","0","0","Agusta","AGUSTA AW169","HELI","","","FALSE","","","","UNK","Destroyed","","","N/A","FALSE","","",
"WPR19WA015","ACC","98542","2018-10-23T08:45:00Z","Vermaaklikheid","","South Africa","","ZS-HLP","FALSE","None","","Fatal","1","0","0","","","-34.307777","21.024444","Bell","UH -1H","HELI","","","FALSE","","","FIRF","137","Substantial","","Kishugu Aviation","N/A","FALSE","","",
"WPR19WA012","ACC","98526","2018-10-18T12:07:00Z","Wanaka","","New Zealand","","ZK-H0J","FALSE","None","","Fatal","3","0","0","","","-44.708889","169.237228","HUGHES","369","HELI","","","FALSE","","","","NUSC","Destroyed","","The Alpine Group Limited","N/A","FALSE","","",
"CEN19FA009","ACC","98512","2018-10-17T15:21:00Z","Fulton","Missouri","United States","","N923SH","FALSE","DirectorBrief","2020-12-03T05:00:00Z","Fatal","1","0","0","A total loss of engine power due to carburetor icing, the pilot's delayed application of carburetor heat, and the pilot's delay in entering an autorotation following the loss of engine power, which resulted in a main rotor stall due to low rotor rpm and an uncontrolled descent into terrain.","","38.85889","-91.909446","Robinson","R22","HELI","","","FALSE","1","","INST","091","Destroyed","VMC","HeliSat LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98512","10/9/2020 4:13:08 PM",
"ANC19WA001","ACC","98403","2018-10-01T04:00:00Z","Bodaybo","","Russia","","RA-05758","FALSE","None","","Fatal","2","0","0","","","0","0","ROBINSON","R44","HELI","","","FALSE","","","","UNK","Substantial","","","N/A","FALSE","","",
"CEN18FA391","ACC","98368","2018-09-28T11:57:00Z","Gustavus","Alaska","United States","","N907PL","FALSE","DirectorBrief","2020-05-19T04:00:00Z","Fatal","3","1","0","The pilot's failure to maintain main rotor speed after setting the engine fuel control to idle, which resulted in a loss of helicopter control and impact with water.","","58.595275","-137.594451","AIRBUS HELICOPTERS INC","AS350","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98368","4/13/2020 12:40:00 PM",
